0,1,2,3,4
안재곤,,,VFX 매니지먼트,"젊은이의 양지|다만 악에서 구하소서|사라진 시간|남산의 부장들|천문: 하늘에 묻는다|롱 리브 더 킹: 목포 영웅|지푸라기라도 잡고 싶은 짐승들|점박이 한반도의 공룡2 : 새로운 낙원|성난황소|상류사회|마약왕|바람 바람 바람|곤지암|기억의 밤|유리정원|범죄도시|사랑하기 때문에|고산자, 대동여지도|올레|터널|엽기적인 그녀 2|섬. 사라진 사람들|번개맨|더 폰|마돈나|나의 절친 악당들|명량|끝까지 간다|아부지|과속스캔들|이리|중천|해바라기|청연|아라한 장풍대작전|태극기 휘날리며|치킨게임"
최수진,,,VFX 매니지먼트,"액션히어로|빛나는 순간|젊은이의 양지|다만 악에서 구하소서|사라진 시간|남산의 부장들|천문: 하늘에 묻는다|롱 리브 더 킹: 목포 영웅|지푸라기라도 잡고 싶은 짐승들|점박이 한반도의 공룡2 : 새로운 낙원|성난황소|안시성|상류사회|마약왕|바람 바람 바람|곤지암|기억의 밤|유리정원|범죄도시|사랑하기 때문에|고산자, 대동여지도|올레|터널|엽기적인 그녀 2|섬. 사라진 사람들|번개맨|더 폰|마돈나|나의 절친 악당들|최강전사 미니특공대 : 새로운 악당의 습격|명량|끝까지 간다|조선미녀삼총사|더 테러 라이브|R2B: 리턴투베이스|치킨게임"
김남식,KIM Nam-sik,KIM Nam-sik,시각효과,"젊은이의 양지|다만 악에서 구하소서|사라진 시간|남산의 부장들|천문: 하늘에 묻는다|롱 리브 더 킹: 목포 영웅|지푸라기라도 잡고 싶은 짐승들|점박이 한반도의 공룡2 : 새로운 낙원|성난황소|상류사회|마약왕|바람 바람 바람|곤지암|기억의 밤|유리정원|범죄도시|그림자 먹는 개|사랑하기 때문에|고산자, 대동여지도|올레|터널|엽기적인 그녀 2|번개맨|더 폰|마돈나|나의 절친 악당들|명량|끝까지 간다|미스터 고|멜로|26년|노크|회복|시크릿|집행자|해운대|아부지|미안하다 독도야|과속스캔들|이리|중천|해바라기|청연|인형사|아라한 장풍대작전|태극기 휘날리며|치킨게임|우리에게 떡볶이를 먹을 권리가 있다"
장석호,,,소품팀,감쪽같은 그녀|장사리 : 잊혀진 영웅들|군함도|대립군|인천상륙작전|아가씨|암살|손님|국제시장|명량|우아한 거짓말|미스터 고|최종병기 활|적과의 동침|포화속으로|죽이고 싶은|작전|다찌마와리|GP 506|내 생애 최악의 남자|싸이보그지만 괜찮아|괴물|광식이 동생 광태|키다리 아저씨|신부수업|마지막 늑대|클래식|아 유 레디?|복수는 나의 것|와니와 준하|번지점프를 하다|진실을 위하여|여섯 개의 시선
주원정,,,광고대행,"보이스|방법: 재차의|발신제한|담보|서복|다만 악에서 구하소서|백두산|신의 한 수: 귀수편|나쁜 녀석들: 더 무비|클로젯|PMC: 더 벙커|협상|탐정: 리턴즈|7년의 밤|그것만이 내 세상|1987|남한산성|군함도|하루|리얼|임금님의 사건수첩|조작된 도시|공조|형|고산자, 대동여지도|아가씨|탐정 홍길동: 사라진 마을|궁합|좋아해줘|도리화가|성난 변호사|탐정 : 더 비기닝|은밀한 유혹|악의 연대기|베테랑|장수상회|쎄시봉|오늘의 연애|마담 뺑덕|우는 남자|명량|방황하는 칼날|수상한 그녀|열한시|깡철이|스파이|R2B: 리턴투베이스"
김민선,,,VFX 슈퍼바이저,"싱크홀|반도|자산어보|강철비2: 정상회담|힘을 내요, 미스터 리|유열의 음악앨범|나랏말싸미|인랑|물괴|재심|가려진 시간|사냥|탐정 홍길동: 사라진 마을|퇴마: 무녀굴|연평해전|명량|또 하나의 약속|뫼비우스|더 테러 라이브|뜨거운 안녕|파파로티|더 웹툰: 예고살인|미나문방구|전설의 주먹|사이코메트리|반창꼬|차이나 블루|청포도 사탕: 17년 전의 약속|피에타|공모자들|나쁜 피|간기남|너는 펫|Mr.아이돌|오직 그대만|최종병기 활|고지전|마마|오빠가 돌아왔다|수상한 이웃들|나는 아빠다|돌이킬 수 없는|꿈은 이루어진다|노르웨이의 숲|탈주|좋은 놈, 나쁜 놈, 이상한 놈 |가루지기|상사부일체|복면달호|웰컴 투 동막골|천군|B형 남자친구|어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장|은장도|하얀방|보스 상륙 작전(Boss X File)|흑수선|베사메무쵸|인류멸망 보고서"
박성원,,,편집팀,가장 보통의 연애|국가부도의 날|출국|강철비|사랑하기 때문에|목숨 건 연애|메이킹 패밀리|스플릿|계춘할망|엽기적인 그녀 2|대호|그놈이다|특종: 량첸살인기|서부전선|퇴마: 무녀굴|연평해전|악의 연대기|손님|경성학교: 사라진 소녀들|극비수사|내 심장을 쏴라|두근두근 내 인생|좋은 친구들|소녀괴담|황제를 위하여|극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!|명량|무명인|조선미녀삼총사|관상|설국열차|몽타주|파파로티|남자사용설명서|점쟁이들|간첩|바람과 함께 사라지다|5백만불의 사나이|두 개의 달|배심원들
한미연,HAN Mi-yeon,HAN Mi-yeon,편집팀,소리도 없이|기생충|지푸라기라도 잡고 싶은 짐승들|출국|인랑|독전|염력|1987|여배우는 오늘도|석조저택 살인사건|밀정|부산행|럭키|대배우|뷰티 인사이드|연평해전|손님|경성학교: 사라진 소녀들|극비수사|화장|내 심장을 쏴라|두근두근 내 인생|좋은 친구들|소녀괴담|황제를 위하여|표적|극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!|명량|무명인|끝까지 간다|몬스터|조선미녀삼총사|피끓는 청춘|관상|설국열차|더 테러 라이브|몽타주|파파로티|남자사용설명서|점쟁이들|간첩|바람과 함께 사라지다|5백만불의 사나이|두 개의 달|미쓰GO|시체가 돌아왔다|퍼펙트 게임|너는 펫|가문의 영광4 - 가문의 수난|너를 봤어
홍성준,HONG Seong-jun,HONG Seong-jun,사운드,"식물카페, 온정|더블패티|파도를 걷는 소년|산티아고의 흰 지팡이 |몽마르트 파파|옹알스|킬러스웰: 아워 스페이스|스윈들러|삽질|그날, 바다|용순|순종|할머니의 먼 집|달빛궁궐|커터|눈길|번개맨|비밀|함정|기적의 피아노|명량: 회오리 바다를 향하여|하프|라이브 TV|두근두근 내 인생|타짜-신의 손|도희야|10분|탐욕의 제국|스톤|공범|마이 리틀 히어로|터치|청포도 사탕: 17년 전의 약속|하나안|인비져블 2: 귀신소리찾기|하쿠나 마타타 - 지라니 이야기|용서|젓가락|불청객|분홍돌고래|꿈은 이루어진다|섹스 볼란티어|회오리 바람|채식주의자|요가학원|밤과 낮|나의 노래는|이상하게 잠이 안 와|파이알제곱|담뱃값|백 개의 못, 사슴의 뿔|Penny Lover|아들의 여자|원나잇스탠드(Episode 3.)|별별 이야기 2-여섯 빛깔 무지개"
이관용,,,광고디자인,"강릉|화이트데이: 부서진 결계|수색자|방법: 재차의|학교 가는 길|나는 나를 해고하지 않는다|세자매|국제수사|박강아름 결혼하다|당신의 사월|웰컴 투 X-월드|이별식당|강철비2: 정상회담|결백|산티아고의 흰 지팡이 |천문: 하늘에 묻는다|신의 한 수: 귀수편|버티고|수상한 이웃|나의 노래는 멀리멀리|퍼펙트맨|롱 리브 더 킹: 목포 영웅|시민 노무현|시인 할매|어게인|0.0MHz|김군|창궐|배반의 장미|식구|7년의 밤|물괴|조선명탐정: 흡혈괴마의 비밀|B급 며느리|1987|강철비|꾼|대장 김창수|군함도|대립군|특별시민|머니백|괴물들|아들에게 가는 길|마차 타고 고래고래|프리즌|조작된 도시|판도라|걷기왕|터널|가을 우체국|눈길|엽기적인 그녀 2|시간이탈자|대배우|무수단|도리화가|내부자들|그놈이다|비밀|위험한 상견례 2|화산고래|성실한 나라의 앨리스|나의 절친 악당들|극비수사|타짜-신의 손|소수의견|내 연애의 기억|명량|방황하는 칼날|몬스터|찌라시: 위험한 소문|플랜맨|용의자|열한시|화이: 괴물을 삼킨 아이|미스터 고|더 웹툰: 예고살인|분노의 윤리학|타워|위대한 비행|회사원|이웃사람|화차|범죄와의 전쟁: 나쁜놈들 전성시대|오싹한 연애|풍산개|오빠가 돌아왔다|열여덟, 열아홉|서유기 리턴즈|황해|심야의 F.M.|폐가|베스트셀러|꼭 껴안고 눈물 핑|페어러브|백야행|나는 갈매기|해운대|여고괴담 5|그림자 살인|쌍화점|로맨틱 아일랜드|울학교 이티|신기전|걸스카우트|비스티 보이즈|숙명|원스어폰어타임|트럭|라듸오 데이즈|가면|우리 동네|두 사람이다|기담|꽃미남 연쇄 테러 사건|므이|화려한 휴가|1번가의 기적|미녀는 괴로워|그해 여름|폭력써클|해변의 여인|스승의 은혜|비열한 거리|강적|청연|태풍|6월의 일기|소년, 천국에 가다|러브토크|사랑니|너는 내 운명|이대로, 죽을 순 없다(Short Time)|친절한 금자씨|천군|연애의 목적|간 큰 가족|그때 그 사람들|여고괴담 4 : 목소리|안녕, 형아|혈의 누|내 머리 속의 지우개|분신사바|그녀를 모르면 간첩|동해물과 백두산이|오! 브라더스|여고괴담 세번째 이야기: 여우계단|지구를 지켜라|질투는 나의 힘|품행제로|피아노 치는 대통령|복수는 나의 것|화산고|고양이를 부탁해|하루|황금시대"
박상균,,,특수효과팀,"인질|오! 문희|비밀의 정원|나를 찾아줘|퍼펙트맨|양자물리학|타짜: 원 아이드 잭|0.0MHz|사바하|여곡성|명당|사라진 밤|남한산성|그대 이름은 장미|그랜드파더|국가대표 2|부산행|폭력의 법칙: 나쁜 피 두 번째 이야기|시간이탈자|널 기다리며|순정|나를 잊지 말아요|내부자들|특종: 량첸살인기|성난 변호사|간신|악의 연대기|순수의 시대|라이브 TV|소셜포비아|상의원|빅매치|제보자|두근두근 내 인생|터널 3D|경주|도희야|야간비행|명량|열한시|밤의 여왕|더 테러 라이브|은밀하게 위대하게|남자사용설명서|타워|나의 PS 파트너 |백야|늑대소년|광해, 왕이 된 남자|공모자들|내 아내의 모든 것|시체가 돌아왔다|코리아|페이스메이커|원더풀 라디오|티끌모아 로맨스|챔프|고백|너를 봤어|무서운 이야기 '앰뷸런스'"
신보라,,,소품팀,파이프라인|히트맨|남산의 부장들|천문: 하늘에 묻는다|나를 찾아줘|악인전|인랑|아가씨|두 번째 스물|시간이탈자|화장|국제시장|명량|우아한 거짓말|미스터 고|공모자들|적과의 동침|이끼|포화속으로|스카우트|키다리 아저씨|태극기 휘날리며
장찬우,JANG Chan-woo,JANG Chan-woo,폴리,"낫아웃|어른들은 몰라요|스트레스 제로|극장판 미니특공대: 햄버거괴물의 습격|해치지않아|나를 찾아줘|어린 의뢰인|호흡|메기|다시, 봄|막다른 골목의 추억|우상|극한직업|내안의 그놈|해피 투게더|레슬러|밤치기|골든슬럼버|흥부: 글로 세상을 바꾼 자|염력|신과함께-죄와 벌|꾼|미옥|대장 김창수|남한산성|택시운전사|박열|특별시민|마스터|판도라|스플릿|밀정|터널|부산행|궁합|역모-반란의 시대|비밀은 없다|해어화|순정|로봇, 소리|오빠생각|검은 사제들|탐정 : 더 비기닝|은밀한 유혹|사도|상의원|우리는 형제입니다|타짜-신의 손|두근두근 내 인생|해무(海霧)|좋은 친구들|명량|하이힐|수상한 그녀|플랜맨|변호인|톱스타|관상|우리들의 헤어진 여자친구|감기|감시자들|여배우는 너무해|런닝맨|사이코메트리|강철대오:구국의 철가방|듀엣|백프로|바비|철암 계곡의 혈투"
한이진,HAN Iee-jin,HAN Iee-jin,배우,"런 보이 런|갓길로 달리는 코뿔소|犬견 : 버려진 아이들|결백|뺑반|국가부도의 날|상류사회|게이트|련희와 연희|택시운전사|옥자|프리즌|연평해전|여고생|하프|손님|화장|명량|우아한 거짓말|화이: 괴물을 삼킨 아이|고령화 가족|스톤|스파이|분노의 윤리학|7번방의 선물|간첩|광해, 왕이 된 남자|웨딩스캔들|나는 왕이로소이다|내 아내의 모든 것|시체가 돌아왔다|오직 그대만|챔프|푸른소금|고지전|나는 아빠다|서유기 리턴즈|황해|불량남녀|바람의 파이터|유에스비|맨, 홀|신기루"
오지연,,,VFX 아티스트,"서복|굿바이 썸머|돌멩이|악질경찰|점박이 한반도의 공룡2 : 새로운 낙원|해피 투게더|협상|인랑|버닝|샘|살인소설|골든슬럼버|시인의 사랑|마차 타고 고래고래|임금님의 사건수첩|비정규직 특수요원|판도라|고산자, 대동여지도|탐정 홍길동: 사라진 마을|시간이탈자|검은 사제들|그놈이다|살인의뢰|명량"
신정훈,,,조명팀,"괴기맨숀|파이프라인|빛나는 순간|소리도 없이|저 산 너머|히트맨|남산의 부장들|시동|신의 한 수: 귀수편|버티고|힘을 내요, 미스터 리|엑시트|성난황소|인랑|리틀 포레스트|어른도감|공작|신 전래동화|사라진 밤|염력|기억의 밤|채비|악녀|비정규직 특수요원|공조|목숨 건 연애|가려진 시간|대결|글로리데이|남과 여|위험한 중독|극적인 하룻밤|미안해 사랑해 고마워|암살|소년, 소녀를 만나다|살인의뢰|워킹걸|황구|슬로우 비디오|제보자|안녕, 투이|족구왕|명량|끝까지 간다|동창생|몽타주|연애의 온도|타워|자칼이 온다|내가 살인범이다|나는 공무원이다|러브픽션|자각몽|우리 지금 만나"
김태성,KIM Tae-seong,KIM Tae-seong,음악,"인질|싱크홀|발신제한|기적|브레이크 더 사일런스: 더 무비|강철비2: 정상회담|#살아있다|82년생 김지영|가장 보통의 연애|굿바이 썸머|돌멩이|우상|사바하|극한직업|국가부도의 날|바람 바람 바람|골든슬럼버|1987|강철비|임금님의 사건수첩|조작된 도시|형|사냥|굿바이 싱글|탐정 홍길동: 사라진 마을|그날의 분위기|도리화가|검은 사제들|명량: 회오리 바다를 향하여|오피스|한여름의 판타지아|스물|헬머니|그댄 나의 뱀파이어|신이 보낸 사람|명량|한공주|가시|완전 소중한 사랑|블랙 가스펠|소녀|감기|힘내세요, 병헌씨|타워|점쟁이들|바람과 함께 사라지다|코리아|원더풀 라디오|퍼펙트 게임|특수본|최종병기 활|체포왕|조금만 더 가까이|시라노; 연애조작단|김복남 살인사건의 전말|회오리 바람|슬픔보다 더 슬픈 이야기|1724 기방난동사건|크로싱|가루지기|백만장자의 첫사랑|다섯번째 계절|한길수|분홍신|엄마 찾아 삼만리|안녕! 유에프오|언덕 밑 세상|올 가을의 트렌드|헤이, 톰 |적의 사과|구름이 되고 싶어!|이젠 괜찮아|길잃은시간|모놀로그 #1|드라이버|영재를 기다리며|낙원|울아빠"
