0,1,2,3,4
김하늘,,,VFX 아티스트,남산의 부장들|천문: 하늘에 묻는다|지푸라기라도 잡고 싶은 짐승들|신과함께-인과 연|신과함께-죄와 벌|리얼
김승환,KIM Seung-hwan,KIM Seung-hwan,VFX 아티스트,다만 악에서 구하소서|남산의 부장들|천문: 하늘에 묻는다|롱 리브 더 킹: 목포 영웅|지푸라기라도 잡고 싶은 짐승들|성난황소|마약왕|독전|1987|신과함께-죄와 벌|대립군|리얼|조작된 도시|위대한 소원|나홀로 휴가|그날의 분위기|열정같은소리하고있네|살인재능|오피스|쓰리 썸머 나잇|손님|메이드 인 차이나|차이나타운|내 심장을 쏴라|기술자들|패션왕|맨홀|남자가 사랑할 때|화이: 괴물을 삼킨 아이|감기|은밀하게 위대하게|챔프|여름이 가기 전에|웰컴 투 동막골|간 큰 가족|분신사바|내츄럴시티
이건희,,,VFX 아티스트,다만 악에서 구하소서|남산의 부장들|천문: 하늘에 묻는다|백두산|봉오동 전투|롱 리브 더 킹: 목포 영웅|기생충|지푸라기라도 잡고 싶은 짐승들|사자|사바하|국가부도의 날|성난황소|안시성|협상|상류사회|인랑|마약왕|신과함께-인과 연|변산|바람 바람 바람|곤지암|사라진 밤|신과함께-죄와 벌|기억의 밤|대립군|그대 이름은 장미|리얼|조작된 도시
최하은,,,특수분장,"오! 문희|남산의 부장들|해치지않아|나쁜 녀석들: 더 무비|봉오동 전투|엑시트|비스트|기생충|악인전|클로젯|악질경찰|돈|우상|사바하|뺑반|극한직업|말모이|PMC: 더 벙커|성난황소|명당|협상|안시성|인랑|마녀|7년의 밤|마약왕|암수살인|물괴|공작|신과함께-인과 연|독전|치즈인더트랩|골든슬럼버|조선명탐정: 흡혈괴마의 비밀|염력|그것만이 내 세상|1987|신과함께-죄와 벌|강철비|미옥|대장 김창수|브이아이피|택시운전사|군함도|하루|대립군|석조저택 살인사건|살인자의 기억법|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|조작된 도시|마스터|목숨 건 연애|판도라|아수라|밀정|터널|덕혜옹주|아가씨|탐정 홍길동: 사라진 마을|미씽: 사라진 여자|비밀은 없다|해어화|검사외전|로봇, 소리|오빠생각|검은 사제들"
박소연,PARK So-youn,PARK So-youn,특수분장,"인질|모가디슈|디바|오! 문희|반도|다만 악에서 구하소서|#살아있다|남산의 부장들|해치지않아|백두산|나쁜 녀석들: 더 무비|봉오동 전투|엑시트|비스트|기생충|악인전|클로젯|돈|악질경찰|우상|사바하|뺑반|극한직업|말모이|PMC: 더 벙커|성난황소|협상|안시성|명당|인랑|마녀|마약왕|암수살인|물괴|공작|신과함께-인과 연|독전|치즈인더트랩|골든슬럼버|염력|그것만이 내 세상|1987|신과함께-죄와 벌|강철비|대장 김창수|브이아이피|군함도|하루|대립군|불한당: 나쁜 놈들의 세상|슬로우 비디오|돼지 같은 여자|나가요 미스콜|하이프 네이션 : 힙합사기꾼|결혼전야|내 아내의 모든 것|시체가 돌아왔다|세상에서 가장 아름다운 이별|방가? 방가!|블러디쉐이크|집 나온 남자들|열한번째 엄마|동갑내기 과외하기 레슨 2|사랑하니까, 괜찮아|도마 안중근|조폭마누라2-돌아온 전설|오! 브라더스|튜브|로드무비|보스 상륙 작전(Boss X File)|긴급조치 19호|무서운 이야기|무서운 이야기 '콩쥐 팥쥐'"
이효응,,,특수분장,"인질|방법: 재차의|모가디슈|디바|오! 문희|반도|서복|#살아있다|남산의 부장들|해치지않아|백두산|나쁜 녀석들: 더 무비|봉오동 전투|엑시트|비스트|기생충|악인전|악질경찰|돈|우상|사바하|뺑반|극한직업|말모이|PMC: 더 벙커|성난황소|안시성|명당|협상|인랑|마녀|7년의 밤|마약왕|암수살인|물괴|공작|신과함께-인과 연|치즈인더트랩|골든슬럼버|조선명탐정: 흡혈괴마의 비밀|염력|그것만이 내 세상|1987|신과함께-죄와 벌|강철비|미옥|대장 김창수|브이아이피|택시운전사|군함도|하루|대립군|석조저택 살인사건|살인자의 기억법|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|조작된 도시|마스터|목숨 건 연애|판도라|아수라|밀정|터널|덕혜옹주|부산행|아가씨|곡성|탐정 홍길동: 사라진 마을|미씽: 사라진 여자|비밀은 없다|해어화|검사외전|로봇, 소리|오빠생각|히말라야|대호|검은 사제들|암살|방황하는 칼날"
권은정,KWON Eun-jung,KWON Eun-jung,특수분장,"오! 문희|남산의 부장들|해치지않아|나쁜 녀석들: 더 무비|봉오동 전투|엑시트|비스트|기생충|악인전|클로젯|악질경찰|돈|우상|사바하|뺑반|극한직업|말모이|PMC: 더 벙커|성난황소|안시성|협상|명당|상류사회|인랑|마녀|7년의 밤|마약왕|암수살인|물괴|공작|신과함께-인과 연|독전|치즈인더트랩|골든슬럼버|조선명탐정: 흡혈괴마의 비밀|염력|그것만이 내 세상|1987|신과함께-죄와 벌|강철비|미옥|대장 김창수|브이아이피|택시운전사|군함도|하루|대립군|석조저택 살인사건|살인자의 기억법|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|조작된 도시|마스터|목숨 건 연애|아수라|밀정|터널|덕혜옹주|부산행|아가씨|미씽: 사라진 여자|해어화|로봇, 소리|오빠생각|비밀애|파주|토끼와 리저드|애자|불신지옥|마더|박쥐|쌍화점|눈에는 눈 이에는 이|좋은 놈, 나쁜 놈, 이상한 놈 |숙명|추격자|다찌마와리|헨젤과 그레텔|사랑|해부학 교실|검은 집|뷰티풀 선데이|그놈 목소리|폭력써클|인류 멸망 보고서 '멋진 신세계'"
황효균,HWANG Hyo-gyun,HWANG Hyo-gyun,특수분장,"인질|모가디슈|방법: 재차의|낫아웃|내일의 기억|비와 당신의 이야기|이웃사촌|담보|디바|오! 문희|반도|오케이 마담|다만 악에서 구하소서|#살아있다|남산의 부장들|해치지않아|백두산|시동|나쁜 녀석들: 더 무비|봉오동 전투|엑시트|비스트|기생충|악인전|돌멩이|클로젯|우상|악질경찰|돈|사바하|뺑반|극한직업|말모이|PMC: 더 벙커|성난황소|명당|협상|안시성|상류사회|인랑|마녀|7년의 밤|마약왕|암수살인|죄 많은 소녀|물괴|공작|신과함께-인과 연|독전|치즈인더트랩|골든슬럼버|조선명탐정: 흡혈괴마의 비밀|염력|그것만이 내 세상|1987|신과함께-죄와 벌|강철비|미옥|대장 김창수|브이아이피|택시운전사|군함도|하루|대립군|석조저택 살인사건|살인자의 기억법|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|프리즌|조작된 도시|공조|사랑하기 때문에|마스터|목숨 건 연애|판도라|스플릿|혼숨|아수라|밀정|터널|인천상륙작전|부산행|아가씨|곡성|탐정 홍길동: 사라진 마을|치명도수: RESET|미씽: 사라진 여자|럭키|비밀은 없다|해어화|검사외전|로봇, 소리|오빠생각|대호|히말라야|내부자들|검은 사제들|서부전선|암살|베테랑|경성학교: 사라진 소녀들|무뢰한|살인의뢰|조선명탐정 : 사라진 놉의 딸|강남 1970|허삼관|국제시장|마담 뺑덕|해무(海霧)|황제를 위하여|우는 남자|역린|군도: 민란의 시대|끝까지 간다|방황하는 칼날|우아한 거짓말|남자가 사랑할 때|용의자|친구 2|동창생|화이: 괴물을 삼킨 아이|관상|감기|미스터 고|감시자들|더 웹툰: 예고살인|마이 라띠마|신세계|분노의 윤리학|베를린|늑대소년|회사원|점쟁이들|광해, 왕이 된 남자|R2B: 리턴투베이스|도둑들|후궁 : 제왕의 첩|미운오리새끼|하울링|마이 웨이|오직 그대만|통증|아이들...|조선명탐정 : 각시투구꽃의 비밀|황해|페스티발|초능력자|부당거래|해결사|악마를 보았다|아저씨|비밀애|시크릿|파주|굿모닝 프레지던트|토끼와 리저드|애자|불신지옥|마더|박쥐|쌍화점|눈에는 눈 이에는 이|좋은 놈, 나쁜 놈, 이상한 놈 |숙명|추격자|다찌마와리|헨젤과 그레텔|사랑|해부학 교실|검은 집|전설의 고향|그놈 목소리|조용한 세상|싸이보그지만 괜찮아|뚝방전설|천하장사 마돈나|괴물|짝패|강적|청연|6월의 일기|소년, 천국에 가다|친절한 금자씨|신성일의 행방불명|남극일기|달콤한 인생|귀여워|우리 형|바람난 가족|4인용 식탁|청풍명월(淸風明月)|살인의 추억|지구를 지켜라|H(에이치)|챔피언|쓰리 몬스터|인류 멸망 보고서 '천상의 피조물' |무서운 이야기 2 '탈출'|인류 멸망 보고서 '멋진 신세계'"
곽태용,KWAK Tae-yong,KWAK Tae-yong,특수분장,"인질|방법: 재차의|모가디슈|내일의 기억|이웃사촌|담보|디바|오! 문희|반도|오케이 마담|다만 악에서 구하소서|#살아있다|남산의 부장들|해치지않아|백두산|시동|나쁜 녀석들: 더 무비|봉오동 전투|엑시트|비스트|기생충|악인전|돌멩이|클로젯|악질경찰|돈|우상|사바하|뺑반|극한직업|말모이|PMC: 더 벙커|성난황소|명당|안시성|협상|상류사회|인랑|마녀|데자뷰|7년의 밤|마약왕|암수살인|죄 많은 소녀|물괴|공작|신과함께-인과 연|독전|치즈인더트랩|골든슬럼버|조선명탐정: 흡혈괴마의 비밀|염력|그것만이 내 세상|1987|신과함께-죄와 벌|강철비|기억의 밤|미옥|대장 김창수|브이아이피|택시운전사|군함도|하루|대립군|석조저택 살인사건|살인자의 기억법|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|프리즌|조작된 도시|공조|사랑하기 때문에|마스터|목숨 건 연애|판도라|혼자|스플릿|혼숨|아수라|밀정|터널|덕혜옹주|인천상륙작전|부산행|아가씨|곡성|탐정 홍길동: 사라진 마을|치명도수: RESET|미씽: 사라진 여자|럭키|비밀은 없다|해어화|검사외전|로봇, 소리|오빠생각|대호|히말라야|내부자들|검은 사제들|서부전선|암살|간신|베테랑|경성학교: 사라진 소녀들|무뢰한|살인의뢰|조선명탐정 : 사라진 놉의 딸|강남 1970|허삼관|국제시장|마담 뺑덕|해무(海霧)|황제를 위하여|우는 남자|역린|군도: 민란의 시대|끝까지 간다|방황하는 칼날|우아한 거짓말|남자가 사랑할 때|용의자|캐치미|집으로 가는 길|친구 2|동창생|화이: 괴물을 삼킨 아이|관상|감기|미스터 고|감시자들|더 웹툰: 예고살인|마이 라띠마|분노의 윤리학|신세계|베를린|늑대소년|회사원|점쟁이들|광해, 왕이 된 남자|바람과 함께 사라지다|도둑들|연가시|후궁 : 제왕의 첩|미운오리새끼|하울링|범죄와의 전쟁: 나쁜놈들 전성시대|마이 웨이|오직 그대만|통증|아이들...|조선명탐정 : 각시투구꽃의 비밀|황해|페스티발|초능력자|부당거래|해결사|악마를 보았다|아저씨|비밀애|시크릿|파주|토끼와 리저드|애자|불신지옥|마더|박쥐|쌍화점|좋은 놈, 나쁜 놈, 이상한 놈 |숙명|추격자|다찌마와리|헨젤과 그레텔|사랑|해부학 교실|검은 집|전설의 고향|그놈 목소리|조용한 세상|싸이보그지만 괜찮아|뚝방전설|천하장사 마돈나|괴물|짝패|강적|청연|6월의 일기|소년, 천국에 가다|친절한 금자씨|신성일의 행방불명|남극일기|달콤한 인생|우리 형|바람난 가족|청풍명월(淸風明月)|살인의 추억|지구를 지켜라|H(에이치)|챔피언|복수는 나의 것|공공의 적|흑수선|무사|쓰리 몬스터|인류 멸망 보고서 '천상의 피조물' |무서운 이야기 2 '탈출'|인류 멸망 보고서 '멋진 신세계'"
최돈성,,,VFX 아티스트,인질|싱크홀|괴기맨숀|아이|히트맨|백두산|시동|블랙머니|가장 보통의 연애|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|사바하|신과함께-인과 연|독전|1987|신과함께-죄와 벌|침묵|대립군|리얼|조작된 도시
김지은,,,VFX 아티스트,인질|싱크홀|아이|#살아있다|얼굴없는 보스: 못다한 이야기 감독판|히트맨|백두산|얼굴없는 보스|가장 보통의 연애|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|0.0MHz|자전차왕 엄복동|사바하|안시성|인랑|신과함께-인과 연|염력|신과함께-죄와 벌|꾼|미옥|대장 김창수|남한산성|군함도|박열|하루|대립군|그대 이름은 장미|궁합|타워|무서운 이야기 3 '기계령'|너를 봤어
양오석,,,VFX 아티스트,인질|싱크홀|아이|#살아있다|히트맨|백두산|가장 보통의 연애|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|마녀|신과함께-죄와 벌|대립군|다른 길이 있다|서부전선|해적: 바다로 간 산적
윤우현,,,VFX 아티스트,"인질|싱크홀|아이|#살아있다|히트맨|백두산|시동|가장 보통의 연애|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|어쩌다, 결혼|히치하이크|신과함께-인과 연|독전|1987|신과함께-죄와 벌|리얼|다른 길이 있다|서부전선|해적: 바다로 간 산적|피크닉|관상|감기|스파이|타워|도둑들|가비|미운오리새끼|페이스메이커|마이 웨이|투혼|최종병기 활|고지전|퀵|플레이"
한진우,,,VFX 아티스트,가장 보통의 연애|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|사바하|안시성|인랑|신과함께-죄와 벌
송재우,,,VFX 아티스트,인질|싱크홀|괴기맨숀|아이|#살아있다|히트맨|백두산|가장 보통의 연애|타짜: 원 아이드 잭|클로젯|미스터 주: 사라진 VIP|뺑반|스윙키즈|안시성|마녀|레슬러|물괴|신과함께-죄와 벌|리얼|서부전선|해적: 바다로 간 산적|미스터 고|도둑들|가비|점박이:한반도의 공룡3D|페이스메이커|마이 웨이|최종병기 활|퀵|고지전
서윤진,,,VFX 아티스트,인질|싱크홀|#살아있다|히트맨|백두산|가장 보통의 연애|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|뺑반|스윙키즈|안시성|마녀|레슬러|물괴|1987|신과함께-죄와 벌|리얼
류가연,,,VFX 아티스트,방법: 재차의|#살아있다|히트맨|백두산|가장 보통의 연애|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|신과함께-인과 연|1987|신과함께-죄와 벌|대립군
강강주,,,VFX 아티스트,클로젯|신과함께-인과 연|1987|신과함께-죄와 벌
최석원,,,VFX 아티스트,인질|싱크홀|아이|#살아있다|히트맨|백두산|클로젯|미스터 주: 사라진 VIP|신과함께-인과 연|1987|신과함께-죄와 벌|대립군|리얼|서부전선|해적: 바다로 간 산적|희망의 별 - 이퀘지레템바
김소나,,,VFX 아티스트,인질|싱크홀|#살아있다|히트맨|백두산|클로젯|PMC: 더 벙커|신과함께-인과 연|신과함께-죄와 벌|대립군
김동규,,,VFX 아티스트,장르만 로맨스|싱크홀|#살아있다|히트맨|해치지않아|백두산|가장 보통의 연애|나쁜 녀석들: 더 무비|타짜: 원 아이드 잭|엑시트|클로젯|미스터 주: 사라진 VIP|0.0MHz|자전차왕 엄복동|사바하|신과함께-인과 연|신과함께-죄와 벌|7호실|침묵|대립군|서부전선|정글히어로|해적: 바다로 간 산적|미스터 고
김대영,,,VFX 아티스트,싱크홀|#살아있다|히트맨|백두산|클로젯|미스터 주: 사라진 VIP|PMC: 더 벙커|신과함께-인과 연|1987|신과함께-죄와 벌|7호실|대립군|리얼|조작된 도시|서부전선|거미숲
이예진,,,VFX 아티스트,서복|클로젯|미스터 주: 사라진 VIP|사바하|신과함께-죄와 벌|침묵|대립군
황옥자,,,VFX 매니지먼트,오! 문희|호텔 레이크|안시성|신과함께-죄와 벌|미옥|밀정|인천상륙작전
김성일,,,VFX 매니지먼트,오! 문희|호텔 레이크|남산의 부장들|천문: 하늘에 묻는다|아직 사랑하고 있습니까?|귀신의 향기|롱 리브 더 킹: 목포 영웅|지푸라기라도 잡고 싶은 짐승들|진범|막다른 골목의 추억|점박이 한반도의 공룡2 : 새로운 낙원|성난황소|창궐|안시성|상류사회|마약왕|바람 바람 바람|곤지암|신과함께-죄와 벌|미옥|원라인|마스터|인천상륙작전|곡성|런딤
이영석,,,VFX 매니지먼트,"오! 문희|호텔 레이크|안시성|신과함께-죄와 벌|미옥|인천상륙작전|좀비스쿨|의궤, 8일간의 축제 3D|분노의 윤리학|늑대소년|나는 왕이로소이다|바람과 함께 사라지다"
강명보,,,특수효과팀,오! 문희|천문: 하늘에 묻는다|시동|타짜: 원 아이드 잭|변신|엑시트|신과함께-인과 연|신과함께-죄와 벌|군함도
강덕남,KANG Duk-nam,KANG Duk-nam,특수효과팀,디바|천문: 하늘에 묻는다|나를 찾아줘|퍼펙트맨|양자물리학|타짜: 원 아이드 잭|변신|엑시트|롱 리브 더 킹: 목포 영웅|극한직업|7년의 밤|물괴|신과함께-인과 연|허스토리|골든슬럼버|신과함께-죄와 벌|남한산성|군함도|머니백|보안관|루시드 드림|희생부활자|럭키|번개맨|더 폰|탐정 : 더 비기닝|조선명탐정 : 사라진 놉의 딸|상의원|덕수리 5형제|해적: 바다로 간 산적|역린|수상한 그녀|관상|은밀하게 위대하게|남자사용설명서|타워|음치 클리닉 |나는 왕이로소이다|도둑들|러브픽션|네버엔딩 스토리|마이 웨이|도가니|블라인드|초능력자|무적자|대한민국 1%|전우치|홍길동의 후예|1724 기방난동사건|아내가 결혼했다|울학교 이티|마이 뉴 파트너|열세살 수아|못말리는 결혼|마파도2|S 다이어리
유새하,,,VFX 매니지먼트,다만 악에서 구하소서|남산의 부장들|천문: 하늘에 묻는다|비스트|지푸라기라도 잡고 싶은 짐승들|뺑반|스윙키즈|안시성|마녀|레슬러|1987|신과함께-죄와 벌|리얼
배은미,,,VFX 매니지먼트,다만 악에서 구하소서|남산의 부장들|천문: 하늘에 묻는다|롱 리브 더 킹: 목포 영웅|지푸라기라도 잡고 싶은 짐승들|스윙키즈|안시성|마녀|레슬러|신과함께-죄와 벌|괴물들|불한당: 나쁜 놈들의 세상|보안관|더 킹|아수라|덕혜옹주|아가씨|럭키|검사외전|대호|뷰티 인사이드|암살|베테랑|무뢰한|스물|빅매치|나의 독재자|타짜-신의 손|우는 남자|군도: 민란의 시대|미스터 고
이영미,,,의상디자이너,"남산의 부장들|천문: 하늘에 묻는다|백두산|타짜: 원 아이드 잭|봉오동 전투|사바하|창궐|인랑|마녀|마약왕|신과함께-인과 연|흥부: 글로 세상을 바꾼 자|신과함께-죄와 벌|남한산성|브이아이피|택시운전사|군함도|리얼|마스터|아수라|고산자, 대동여지도|조선마술사|협녀, 칼의 기억|암살|베테랑"
이승덕,,,의상디자이너,"남산의 부장들|천문: 하늘에 묻는다|백두산|타짜: 원 아이드 잭|봉오동 전투|돈|사바하|창궐|인랑|마녀|마약왕|신과함께-인과 연|흥부: 글로 세상을 바꾼 자|신과함께-죄와 벌|강철비|남한산성|브이아이피|택시운전사|군함도|리얼|마스터|아수라|고산자, 대동여지도|조선마술사|협녀, 칼의 기억|암살|베테랑|상의원|은밀하게 위대하게|이끼|그림자 살인|라듸오 데이즈|타짜|괴물"
문혜린,,,의상,천문: 하늘에 묻는다|창궐|신과함께-인과 연|흥부: 글로 세상을 바꾼 자|신과함께-죄와 벌
신혜주,,,특수촬영,"비와 당신의 이야기|더 박스|새해전야|반도|런 보이 런|서복|#살아있다|침입자|남산의 부장들|천문: 하늘에 묻는다|신의 한 수: 귀수편|두번할까요|장사리 : 잊혀진 영웅들|타짜: 원 아이드 잭|광대들: 풍문조작단|롱 리브 더 킹: 목포 영웅|악인전|돌멩이|사자|걸캅스|돈|악질경찰|자전차왕 엄복동|말모이|성난황소|창궐|상류사회|7년의 밤|신과함께-인과 연|변산|골든슬럼버|염력|신과함께-죄와 벌|꾼|침묵|부라더|남한산성|브이아이피|택시운전사|대립군|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|그래, 가족|목숨 건 연애|당신, 거기 있어줄래요|가려진 시간|아수라|덕혜옹주|대역전|희생부활자"
이민재,,,특수촬영,"새해전야|반도|런 보이 런|서복|#살아있다|남산의 부장들|천문: 하늘에 묻는다|신의 한 수: 귀수편|두번할까요|장사리 : 잊혀진 영웅들|양자물리학|타짜: 원 아이드 잭|광대들: 풍문조작단|롱 리브 더 킹: 목포 영웅|악인전|돌멩이|사자|걸캅스|악질경찰|돈|자전차왕 엄복동|말모이|PMC: 더 벙커|성난황소|창궐|협상|상류사회|탐정: 리턴즈|레슬러|7년의 밤|마약왕|물괴|신과함께-인과 연|변산|지금 만나러 갑니다|골든슬럼버|염력|신과함께-죄와 벌|꾼|침묵|부라더|남한산성|브이아이피|택시운전사|대립군|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|그래, 가족|당신, 거기 있어줄래요|목숨 건 연애|가려진 시간|아수라|덕혜옹주|부산행|대역전|희생부활자|널 기다리며|검사외전|조선마술사|슬로우 비디오|하이힐"
김승호,KIM Seung-ho,KIM Seung-ho,특수촬영,"파이프라인|비와 당신의 이야기|더 박스|새해전야|스웨그|반도|소리꾼|런 보이 런|서복|#살아있다|침입자|정직한 후보|남산의 부장들|천문: 하늘에 묻는다|신의 한 수: 귀수편|두번할까요|장사리 : 잊혀진 영웅들|양자물리학|타짜: 원 아이드 잭|광대들: 풍문조작단|롱 리브 더 킹: 목포 영웅|악인전|돌멩이|사자|걸캅스|악질경찰|돈|자전차왕 엄복동|내안의 그놈|말모이|PMC: 더 벙커|성난황소|동네사람들|창궐|협상|상류사회|탐정: 리턴즈|레슬러|7년의 밤|마약왕|물괴|신과함께-인과 연|변산|챔피언|지금 만나러 갑니다|골든슬럼버|염력|신과함께-죄와 벌|꾼|침묵|부라더|남한산성|브이아이피|택시운전사|대립군|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|루시드 드림|그래, 가족|마스터|당신, 거기 있어줄래요|목숨 건 연애|가려진 시간|혼숨|아수라|덕혜옹주|부산행|대역전|희생부활자|여교사|순정|검사외전|로봇, 소리|나를 잊지 말아요|조선마술사|대호|극적인 하룻밤|열정같은소리하고있네|도리화가|내부자들|검은 사제들|퇴마: 무녀굴|연평해전|은밀한 유혹|순수의 시대|경성학교: 사라진 소녀들|극비수사|살인의뢰|신의 한 수|낙원-파라다이스|내 눈에 콩깍지|꾼사냥"
홍정원,,,그립,서복|천문: 하늘에 묻는다|나를 찾아줘|협상|인랑|신과함께-인과 연|신과함께-죄와 벌|꾼|남한산성|군함도|아수라|밀정|난폭한 기록|일어서는 인간|대호|악인은 살아 있다|쎄시봉|황제를 위하여|우는 남자|우아한 거짓말|집으로 가는 길|창수|감기|스톤|환상속의 그대|비정한 도시 감독판|마이 웨이|위도|세상에 믿을 놈 없다
김재광,KIM Jae-gwang,KIM Jae-gwang,촬영팀,"서복|천문: 하늘에 묻는다|나를 찾아줘|생일|협상|인랑|신과함께-인과 연|신과함께-죄와 벌|다시, 벚꽃|아수라|대호|열정같은소리하고있네|내부자들|성난 변호사|협녀, 칼의 기억|나의 독재자|톱스타|감시자들|광해, 왕이 된 남자|화차|마이 웨이|완득이|도가니|통증|푸른소금|모비딕|여덟 번의 감정|악마를 보았다|아저씨|방자전|너와 나의 21세기|빗자루, 금붕어 되다|로맨틱 아일랜드|과속스캔들|서양 골동 양과자점 앤티크|어린 왕자|내 사랑|바르게 살자|눈부신 날에|포도나무를 베어라|천하장사 마돈나|플라이 대디|박수칠 때 떠나라|태풍태양|아홉살 인생|엄마...|...ing|별|보스 상륙 작전(Boss X File)|해적 디스코왕 되다|잠수왕 무하마드|고마운 사람|암흑 속의 세 사람"
김주일,Kim Joo-il,Kim Joo-il,분장,"소리꾼|천문: 하늘에 묻는다|백두산|신과함께-인과 연|신과함께-죄와 벌|고산자, 대동여지도|조선마술사|협녀, 칼의 기억|암살|허삼관|상의원|후궁 : 제왕의 첩|가비|조선명탐정 : 각시투구꽃의 비밀|평양성|구르믈 버서난 달처럼|디워"
조상경,CHO Sang-gyeong,CHO Sang-gyeong,의상,"발신제한|반도|결백|천문: 하늘에 묻는다|백두산|나를 찾아줘|봉오동 전투|돈|항거:유관순 이야기|사바하|창궐|인랑|마녀|마약왕|신과함께-인과 연|호랑이보다 무서운 겨울손님|흥부: 글로 세상을 바꾼 자|신과함께-죄와 벌|강철비|남한산성|브이아이피|택시운전사|군함도|리얼|조작된 도시|더 킹|마스터|아수라|밀정|고산자, 대동여지도|아가씨|비밀은 없다|해어화|검사외전|조선마술사|대호|내부자들|협녀, 칼의 기억|암살|베테랑|꿈보다 해몽|상의원|봄|나의 독재자|피크닉|군도: 민란의 시대|감시자들|뒷담화: 감독이 미쳤어요|신세계|박수건달|26년|미쓰GO|후궁 : 제왕의 첩|코리아|고지전|만추|글러브|초능력자|심야의 F.M.|이끼|카페 느와르|그림자 살인|박쥐|모던보이|아버지와 마리와 나|스페어|헨젤과 그레텔|미녀는 괴로워|싸이보그지만 괜찮아|타짜|구미호 가족|괴물|짝패|소년, 천국에 가다|미스터 주부퀴즈왕|친절한 금자씨|달콤한 인생|얼굴 없는 미녀|범죄의 재구성|올드보이|맛있는 섹스 그리고 사랑|피도 눈물도 없이|허기|프랑스 중위의 여자|피아노|쓰리 몬스터"
오희준,OH Hee-jun,OH Hee-jun,배우,"디바|천문: 하늘에 묻는다|엑시트|귀신의 향기|악인전|메기|악질경찰|돈|말모이|동네사람들|탐정: 리턴즈|너는 결코 서둘지 말라 |신과함께-인과 연|신과함께-죄와 벌|반드시 잡는다|아기와 나|가려진 시간|고산자, 대동여지도|계춘할망|두 개의 연애|그놈이다|소셜포비아|두근두근 내 인생|인간중독|18: 우리들의 성장 느와르|한공주|청춘예찬|소녀|네버다이 버터플라이|잉투기|사이코메트리|남쪽으로 튀어|음치 클리닉 |강철대오:구국의 철가방|바람과 함께 사라지다|밀월도 가는 길|줄탁동시|특수본|완득이|적과의 동침|글러브|화려한 휴가|남극일기|부탁|피아|마감일|악당출현|빡구|역전|웅덩이|앞서는 마음|안나|재희|그날 밤|왈츠 속의 탱고"
권보근,KWON Bo-keun,KWON Bo-keun,DI팀,"속물들|나를 찾아줘|니나 내나|82년생 김지영|퍼펙트맨|나쁜 녀석들: 더 무비|힘을 내요, 미스터 리|유열의 음악앨범|봉오동 전투|엑시트|나랏말싸미|귀신의 향기|비스트|기생충|배심원들|나의 특별한 형제|악질경찰|돈|어쩌다, 결혼|기묘한 가족|뺑반|말모이|PMC: 더 벙커|스윙키즈|1991, 봄|완벽한 타인|안시성|명당|행복의 나라|마녀|탐정: 리턴즈|버닝|레슬러|당신의 부탁|리틀 포레스트|환절기|어른도감|신과함께-인과 연|독전|수성못|골든슬럼버|조선명탐정: 흡혈괴마의 비밀|염력|1987|신과함께-죄와 벌|기억의 밤|7호실|미옥|침묵|대장 김창수|남한산성|범죄도시|브이아이피|하루|대립군|특별시민|려행|살인자의 기억법|더 테이블|리얼|불한당: 나쁜 놈들의 세상|프리즌|눈발|싱글라이더|조작된 도시|당신, 거기 있어줄래요|스플릿|혼숨|밀정|범죄의 여왕|카이: 거울 호수의 전설|터널|국가대표 2|인천상륙작전|부산행|곡성|궁합|미씽: 사라진 여자|럭키|비밀은 없다|오빠생각|검은 사제들|서부전선|해적: 바다로 간 산적|미스터 고|폐가|이끼|친정엄마|사요나라 이츠카|평행이론|주유소 습격사건 2|홍길동의 후예|백야행|내 사랑 내 곁에|애자|그림자 살인|구세주 2|김씨표류기|낮술|달콤한 거짓말|과속스캔들|우린 액션배우다|무림여대생|색다른 동거|전투의 매너|허밍|싸움|저수지에서 건진 치타|권순분여사 납치사건|별빛 속으로|황진이|수|그리다|황금시대"
