,ratings,comments
337,10,눈물났어요ᆢᆢᆢㆍ부모님생각나서요
338,9,"재미있는데, 아주 가슴을 후려파서 보는 내내 괴로움.. 내용이랑 구성이 어찌되었든 , 이 영화 까는 인간들은 이미 인간이 아니다  죽은 시체보다도 차가운 마음을 가진 존재들이다. 같은 나라에서 숨쉬는 자체가 극혐이다. 그리고 무슨 영화평에 김동욱 연기타령인가...? 영화제목이 김동욱과 함께인가,, 일반인들에게 영화란 감동과 재미를 충족 시켜주면 좋은 영화 아닌가 ? 평론가 또는 감독 아니면 작품성 따지지마라. 본인은 5분 짜리 삼류 영화도 못 만들어 낼 사람들이,"
339,10,
340,9,김동욱 국가대표에서 깐죽이 역할했던 배우  역시나 연기력이 좋다했음 집중이 됨 동욱만
341,5,ㄹㅇ 김동욱이 살림; Cg 너무 어색하고 내용도 그저그럼
342,10,
343,10,
344,6,
345,8,"여자분이 가끔 톤이 좀 오글오글한거, cg가끔 어색한거 외에는  나름 반전도 있고 제목이 왜 신과함께인지 다 보고 나니 이해가 가더라는. 재밌게 잘 봤어요 김동욱씨는 역시 기대했던대로 멋있었어요"
346,4,김동욱이 살렸다
347,1,현몽에서 김동욱의 연기만이 영화다운 장면이었다. 김동욱 때문에 0점에서 1점으로 바꿈...
348,8,슬프다...
349,8,
350,8,
351,8,
352,7,다좋은데 주인공이 발암이네요 왜이리 눈치없이 설쳐 어휴 ㅋㅋ
353,8,희노애락을 잘 그러낸 영화~ 
354,10,
355,6,유치
356,8,어벤져스 보다 낫네 신파만쫌줄0ㅣ면
357,8,
358,10,
359,6,상업적인 영화로는 원작 화제성이 뛰어나고 좋은 편이라 여겼습니다. 그러나 전반적으로 영화 몰입이 저해되는 것이 좀 크네요. 
360,10,굿!!!
361,10,"제가 이제껏 본 영화중에 최고였다고 얘기하고싶네요.. 개인적인 생각과 얽혀 많은것을 생각하게 해준 영화였어요. 원작을 보지않고 영화를  봐서인지 비교는 할 수 없지만, 영화 스토리만으로도, 영상만으로도, 주인공과 어머니, 동생과의 관계만으로도 많은 생각을 하게 해주었습니다.  앞으로는 좀 더 착하게 살아봐야겠단 생각도 했구요.."
362,4,4번째 지옥에서 잠들었음.
363,8,"한국적 정서가 이런 사후생으로 이어질지 모르겠으나, 아주 흥미진진하고 그럴듯하다. 아니, 현실에서 받지 못하는 보상을 내세에라도 받고 싶은 바람일지도. 수려한 영상미와 스토리가 볼거리를 충분히 제공해준다. "
364,8,김동욱 어머니랑 대화 할때 엄청 울었네요 그렇게 기대는 안했는데 재미 있었음
365,9,
366,8,계속이게머야 하다가 김동욱 연기에 울엇다 ㅜㅜ
367,3,영화는 관객수가 다가 아니라는 것을 알게끔 해 준 영화입니다.
368,10,팡펑울었었어요
369,8,슬프네...
370,5,1400만 역대2위...  백성들은 미담사례를 원하나이다!
371,0,
372,10,오열
373,9,아마 내가 여태까지 본 한국 판타지 영화 중에서 거의 최고였다!!!!!!!!
374,10,오열했음.
375,10,10점!
376,10,펑펑 울었다
377,10,
378,0,최악의 영화
379,4,
380,3,천만레벨
381,10,
382,2,영화를 보면서 잠자보기는 첨이다. 이건 다큐도 아니고..
383,10,ㅜㅜ 그냥 입소문이겠지 하고 봣는데  개인적으론 겁나 재밋네요~
384,10,
385,0,너무 재미없음... 보다가 껏네요...ㅠㅠ
386,7,일단 볼만했음 메트릭스임 ㅋㅋㅋㅋ 근대 그 눈풀린 우울증 병사 갸는 말이 안되 그정도면 국군병원으로 후송되
387,9,.
388,10,
389,8,원작이 거의 없는 패러디 수준이지만 재미는 있음
390,10,
391,1,백만명도 이해안가는데 천4백만명? 잘도 낚았네요
392,10,
393,5,눈물은 확실히 있다
394,10,
395,8,"만화와는 많이 달라졌던데, 그래도 어머니의 사랑이라는 부분에서는 눈물을 흘리지 않을 수 없었다.."
396,7,
397,7,
398,3,걸작!
399,1,심파=차태현 
400,7,
401,6,솔직히 이게 천만 영화라는게 희한해. 그냥 킬링타임으로 볼만은 해.  근데 영화적 완성도는 좋은 점수 줄수가 없네.
402,10,꿀잼!내마음에저장!
403,2,광고와 상영관독점 언플로 이루어진  한국영화의 지옥.  앞으로 이런류의 영화를 떡밥영화라 칭할 것이다
404,8,눈요기는 되는데 무언가 부족함은 나만느낀건 아니죠? 마지막은 뭉클함ㅠㅠ
405,2,
406,9,재밌긴한데 역시 영화는 원작을 따라갈 순 없나보네요...마지막 장면을 보고 신과함께 2는 이승편으로 예상되고 웹툰도 재밌게 보고 있어요!주호민 화이팅!!
407,10,잘봤어요!
408,0,"쓰레기영화, 방산비리cg"
409,0,1400만명에게 묻고 싶다. 볼 영화를 어떤 기준으로 고르는지 후횐 없었는지... 영화계의 시스템의 문제점만 드러낸 망작임(돈만 번다고 걸작은 아니잖아?)
410,7,파이날판타지15 따라했네... 굳이 그런 전투장면을 넣을 필요가 있었을까?? 원작 만화는 그런 장면 없이도 감동적이기만  하더만...그런 쓸데없는 액션들이 원작의 감동을 반감 시킨 듯 하다. 원작의 감동 반도 재현 못 한 것 같다. 근데 파이날 판타지15 같은 일본게임 따라하면 눈치 못 챌 줄 알았지??
411,1,지루하고 노잼
412,7,연출 많이 떨어지고 너무 신파스럽지만 그래도 재미도 있고 감동도 있고 ~~
413,10,그냥 코믹 영화인줄 알았는데 마지막에 엄청 울었어요...ㅠ_ㅠ;;;; 일단...차태현님 연기 최고였고...영화 국가대표 이후 오랜만에 만난 하정우님과 김동욱님의 코믹 캐미도 인상적이였어요...주지훈님 앞으로 기대되고 김향기양 너무 귀여웠어요...그 외에도 다들 너무 연기 잘하시는 분들이라 재밌게 잘봤습니다...후속편도 기대하겠습니다...그나저나...김용화 감독님...컬링팀 소재로 국가대표 3편 준비하셔야지요...??!!!! 
414,10,감동
415,6,가족관련 감성팔이 별로 안좋아함
416,7,웹툰이 훨씬 재밌음
417,8,차태현 배우만 다른 캐스팅이었다면 집중도가 더 좋았을것을...! 차태현은 코믹에 어울림. 차태현은 멀 해도 다 장난스러움...! 코믹과 예능에서는 차태현 좋아함. 신과함께는 아님 ㅠ.ㅠ
418,10,
419,10,삶을 돌아보게됩니다.ㅜㅜ
420,9,감동적입니다ㅜ
421,3,
422,8,"2시간이 넘는 시간을 지루하지 않고 흥미롭게 이끌어가는, 잘 다듬어진 이야기 구성"
423,10,넘 좋았어요
424,5,천만 영화라고 해서 너무 기대를 많이했나 봅니다. 보는 동안 유치하단 생각 들고 천륜지옥 에서 느낀건 살아 있을때 부모님께 잘 해야겠다는 생각이 드네요. 기대없이 보면 괜찮을것 같습니다
425,10,
426,7,마지막 장면을 제외하면 나머진 웹툰이 훨씬 재밌당
427,10,
428,10,헿
429,3,별로 재밌진 않았어요.....
430,10,완전 재미짱! 모두의 연기력도 짱! 영화관가서 보고 돈주고 또 다운받아서 보고~~돈이 아깝지 않아요~~ 너무 감동감동
431,9,
432,5,만화 먼저 본 사람은 5점 이상 주기 어렵죠. ^^; 
433,0,돈 아깝겠다..
434,9,평점 8은되야된다.
435,10,넘슬퍼
436,1,돈 아까워요.  두사람 코메디도 아니고  집중이 떨어짐.ㅠ
437,10,아 너무슬퍼ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
438,8,
439,1,돈아깝다
440,10,마지막엔 울면서 봤다. 한국에서도 이런 영화를 만들 수 있다니 대단하다. 동생이야기도 궁금한데 2가 빨리 나왔으면 좋겠다. 
441,10,재밌게 봤어요. 
442,10,
443,5,
444,10,와ㅡ스케일 장난아님.CG도 너무좋고. 영화관서 못본게 후회될정도로 너무재밋고  감동있게 봤어요. 누구하나 빠짐없는 연기력때문에  더 몰입하고 봤어요 2는 꼭영화관에서 볼꺼임. 빨리나왓음좋겠다
445,10,정말 잘 봤습니다. 2편이 나와도 흥행할 듯!
446,0,"배우들 연기 집중도 떨어지고, 각색은 했는데 원작을 벗어나지 못한 각색인데 원작 고대로 하는 것 만 못함. 감독이 무능한거임..."
447,9,"평점이 낮아서 별로인 줄 알았더니, 이  정도면 굉장히 훌륭하잖아?!"
448,10,판타지가 아니다 지금 대한민국의 아픈곳을 속속들이 까발려내 반성하게 하는 영화
449,10,대단한 영화입니다. 
450,10,
451,10,교회 동호회에서 지옥 거론하며 비난하면서 평점 0점 줄 영화
452,9,내가 영화좀 볼줄 아는 사람인데 이정도면 잘만들었고 연기도 무난들 하더만 뭔 개소리들을 그렇게 해쌌냐ㅋ
453,5,영화에서 중국냄새가 심하게 나는데? 이걸 1400만이 봤다구?
454,8,
455,8,
456,6,재미없음
457,10,근래에 본 영화중 정말 재밌게본 영화 평점이 낮은거보니...이해가 안가지만  호불호가갈리는듯함
458,1,"절대로 중딩도 아닌 유아용, 초딩 저학년용 권선징악 동화!!!!! 성인이 보기엔 뻔하고 유치한 스토리 10세 이하 자녀들과 함께 보는 동화책을 영화화한 작품 지루한 전개 하정우 김동욱의 아까운 연기력 그 외 주,조연급 배우들은 연기를 하는건가? 학예회에서 재롱잔치 하는건가? 오글거리는 발연기와 대사..... 쪼그라든다.. 한국영화에선 기대이상의 CG 졸음과 싸우며 관람하다 결국엔 잠들어버림 범죄도시 강철비로 인해 극장에서 한국영화 관람하다가 이 영화로 인해 역시나 한국영화는 돈 낭비, 시간낭비란 고정관념이 더욱 더 강해짐 기대이상의 CG와 배우 2명의 연기력때문에 딱 1점만 줌"
459,10,너무 재미있어서 다운받고 계속보고있어요 스토리도 재미있어요
460,5,"일단 원작 웹툰 본 입장에서는 원작 모독 수준의...하 진짜... 영화 관객 입장에서는 그 옛날 디워 보단 나은정도의 CG를 보여주고 스토리는 B급 C급.. Z급을 달리는 유치함을 느끼네요..   예를 들면 양산 판타지 무협소설들처럼 설정만 늘어놓고 이야기전개나 사건 흐름은 일차원적입니다. 원작에서는 왜 49일동안 재판하는지, 왜 변호사가 붙는지, 재판 기준은 왜 그렇게 되어있는지 각각의 죄에 대한 벌은 왜 그렇게 되어있는지... 매우 치밀하고 흥미롭게 설정되어있는데 영화에서는 그에 대한 반영은 1도 없음에 실망감만 느낍니다.  또한 캐릭터는 입체적이지 않고 저 옛날 국어 교과서에 나오는 홍길동전처럼 아주 평면적으로 표현되네요... 진짜 유치합니다.. 부산행과 더불어 왜 1천만인지 이해 안되는 영"
461,9,김동욱 연기력 쩔어...그리고 역시 엄마역할하신 분!
462,10,너무 재미있었어요
463,10,
464,7,72/1
465,9,유치하단 분들ㅡ본래의의미로서 권선징악이 유치하단건지~아님 효과가 유치하단건지??  권선징악은 유치하다자체가 성립이 안돼며~댁들이 언제부터 그리 ~수준들이 쳐높으셨기에~c.g가 어쨌느니 ~중국풍이라느니~하시나? ㅋㅋ 헐리웃과 홍콩영화의 그 휘황찬란한 c.g나 s.f ㅡ정작중요한 본질이뭔진 헷갈려지는건 보기좋나? 차라리 뽀르놀보시라ㅡ포장만그럴듯~한거 어차피좋아할 근본수준~~
466,8,
467,6,양자역학으로 불교를 입증하는 시대에 권선징악 환생이라니..ㅉㅉ
468,6,한국형 판타지물 도전에 박수를
469,1,마이너스 점수는 줄수없나요?
470,5,신과함께 대단하다. 2018년 3월 16일 관객수가 1명....햐!!~!~! 이제 그만 간판내리지...정말 대단..
471,1,혹시라도 지금 이 영화가 볼만한가해서 평점란 들어오신분들께 알려드립니다 보지마십시오 여러분의 시간과 4500원은 소중합니다 평점 높다고 제 경고를 무시하지마십시오  평점알바가 많습니다
472,10,흘룽해요^^
473,3,"천만? 한심하다. 아무리 쿠폰으로 본거지만, 허비한 시간은 어떻게 할거야..."
474,10,재밌게봤습니다
475,4,하정우 없었으면 14만도 못넘겼을거라는데 손모가지를 건다. 거기에 주지훈도 없었다면 1만4천명도 못넘김. 두명이외의 다른 케릭터들의 연기력은 진짜 개발연기;; 오글거리고 저걸 연기라고하나..스토리에 몰입하려다 대사와 발연기에 진짜 오글거리고 답답해 미치는줄 .카메오 이정재빼고는 몽땅 연기 다시배워야할듯. 4점은 드릴께
476,7,차태현은 진지한 역할에 어울리지 않았고 김향기는 아역티를 못벗은 것은 물론 연기력역시 아역시절보다 퇴보한 느낌.. 학예회 연극에서 연기하는수준으로 보임. 주연급인 이두명의 미스캐스팅으로 인해 전체적인 몰입이 심각하게 안됨. 속편은 영화관에서 절다안본다.
477,10,Good
478,2,이게 어떻게 천만 영화?
479,1,유치함...
480,3,이게 천만이라고?? 유치찬란~~
481,1,최악. 시나리오가 어찌 통과됐을까. 김자홍을 어쩜 저런 사람으로 만들어놨을까. 해원맥은 왜 이리 말이 많을까. 왜 귀인이라는 사람에게 화만 낼까. 차사주제에. 주호민한테 용서를 빌어라. 작품파괴자들아. 쓰잘데기없는 CG빼고 스토리에 신경쓰지. 진기한이 아무 이익없이 구원을 위해 변호하는데 차사들은 지네 이익때문에 재판을 한다니. 어이가 없다. 블록버스터를 만들려면 영웅만화로 영화를 만들지   신과함께를 엉망으로 만들어놓다니. 김동욱연기만 1점이다.것도 억지감동으로.  내돈이 아깝다. 다시는 한국영화 보나봐라. 
482,7,cg가 생각보다 봐줄만. 영화 점퍼생각남
483,6,역시 한국 영화답게 감동 눈물을 집어 넣어서 흥행한영화
484,9,주변에 본 사람들이 많아서 대화를 위해 그냥 봤는데 무섭기도하고 슬프기도하고 예상치못했던 스케일에 놀라기도 하고....원작은 못봣지만 영화 정말 재밌게봤습니다. 보는 재미가 꽤있었고 어머니 모래씬도 정말 인상적이었어요~  2편 기대됩니다~~
485,10,분장이 디테일 하고 배경도 꽤 재밌어요
486,10,완전  내 인생영화♡
487,4,차태현 연기 왜케 못함..?
488,1,어떻게 1400만이~~~ ㅠㅠㅠ
489,10,잘봤습니다
490,6,"원작 웹툰을 너무 많이 훼손시켰네요. 단지 캐릭터 뿐만 아니라, 저승관을 마음대로 휘저어 놓은 것은 매우 불편했습니다.  "
491,2,무지  돈아까웠음  집에서 봤는데도  아까웠음  오달수를 보는 내내  성추행범이라생각에  역겨웠음  그지같이 생긴것도  그간 좋은 연기로  감싸 줬건만  배우라는 탈을 쓴  범죄자.   제발  나오지말길  ...어느 구석에서  죄 짓지말고  정신병원에가서  치료 잘 받고  곱게  늙길  바람
492,10,재밌기만하고만
493,7,차태현과 차태현 동생 연기한 배우 모두 좋았음 그러나 가장 좋았던 배우는 엄마로 나오신 분...  대사 한 마디도 없이 가장 기억에 남음   영화는 전체적으로 매우 촌스럽지만 그래도 오랜만에 만난 착한 영화라 & 웹툰 내용을 전혀 모르고 봤기에  괜찮았음
494,8,...
495,6,"준구난방한 스토리와 다소 오바하는 캐릭터들(주지훈, 차태현)이 좀 아쉽네요. 그리고 뭔 원귀가 이리 쎄요 차사가 일하겠습니까 이거야원, 멱살 잡고 메칠 때 이건 좀 아니다 싶었어요 그리고 염라는 혜원맥으로 분장해서 방해하다가 걍 가버리는 둥, 최후 변론도 안듣겠다는 재판관도 등장하지 않나, 여러모로 고구마가 너무 많네요 하....."
