,ratings,comments
3871,10,저는 재미있었어요! 기대 안했는데 씨지도 좋고 스토리도 감동이라 너무 울었네요ㅠㅠ
3872,0,"내가 본 영화중에 제일 재미 없었음. 씨지로 도배됨, 영화가 아닌 딱 만화수준"
3873,3,일단 난 한국영화에 많이 디어서 극장가서 잘 안본다. 돈 아까울까봐. 근데 오백만 넘었다길래 혹시나하는 궁금증이생겼다. 가족과 지금 막보고 왔다. 왜? 오백만이 넘었지? 도데체왜? 또 실패다. 완전재미없지도 완전재밌지도 않은 중간미지근한 영화에 CG만 처발랐다. 끝에 조금 눈물샘 자극하려고 수작부렸지만 그게 다다. 개인적인 평은 극장서 돈주고 볼 영화가 아니라는거다. 차라리 영화끝나고 다음편 예고하는듯한 김민종과 마동석이 출연하는듯한게 그나마 위로가 됬다. 그래도 2편을 극장가서 볼일없다. 내 옆에 아주머니가 코골고 자길래 내가 깨웠다. 돈아까워서 졸려도 참았다. 20대나 어린친구들이 좋아할 내용일듯. 이제 정말 극장서 한국영화 안볼란다. 기대가 너무 컸나보다. 시간도 길다 두시간이 넘는다. 중간에 많은 고
3874,4,"Cg는 몇 개를 제외하곤 조잡하여 TV드라마 세트 같고 배우들에 대한 흡인력과 스토리의 짜임새는 도저히 감정이입이 안되는 수준,  이정재가 등장하는 마지막 씬이 가장 배경과 그 속 배우들의 균형이 맞춰진다. 신파극이고 아니고를 떠나 이야기의 흐름을 이끄는 장면들이 우중충해서 몰입이 안된다. 기대 보다 매우 실망이 크다"
3875,0,
3876,10,정말 재미있게 잘 봤어요...이정재씨 우정출연 정도가 아니었어요...마지막 장면은 역시 이정재씨라는 생각이 듭니다. 정말 잘 봤어요
3877,3,개연성 딸리고 짜임새 엉성한 스토리...정해놓은 결론을 만들기위해  이리저리 휘청거리는 대왕들과 짜맞추기식 지옥의 법칙...감독님 팬이었는데  실망했어요..ㅠㅠ
3878,10,암생각없이 보러 갔다가 눈물콧물 짜내면서 재밌게 봤네요.  감사합니다 좋은영화를 만들어주셔서 사랑합니다  한국에 모든분들 아니 지구에 모든분들 아니 전우주에 모든분들 사랑합니다
3879,7,좋은재료에 양념이 과해서 망쳤어.
3880,9,가족애를 다룬 SF코믹 영화...원작과 많이 달라 실망하시는 분 있지만 전 원작을 잘 각색했다고 생각합니다.
3881,10,"크리스마스때 할거 없어서 걍 봤다가 이 영화보고 더 보고싶어서 인터넷에 제작발표회부터 관련된건 온갖거 막 다 찾아봤다. 하정우의 카리스마, 김향기의 나이를 넘어선 높은 연기력, 다른 배우들 섭외도 정말 잘한듯. 우리나라에선 찾아볼수없는 해리포터급 cg 뿐만아니라 내용구성, 줄거리 자체가 좋아서 한 순간도 긴장을 늦출수 없었다. 마지막엔 질질 짰다가 아직도 그 여운이 가시질 않는다. 참고루 전 중2^^"
3882,9,"나는 태현이형한테 속은게 한두번이 아니다. 헬로우고스트 잘못 봤다가 질질짜고, 마흔된 이번에도 또 질질짰다.ㅡㅜ"
3883,4,배우의 명성 대비 엉성한 시나리오와 연출
3884,9,
3885,5,신파와 테마파크의 불협화음
3886,9,
3887,0,
3888,8,
3889,2,화려한 씨지? 와 ..  진짜 돈아까워서 난 별로
3890,10,생각없이 보면 재밌는영화 향기 연기가 좋았어요.. 이정재 카리스마 굿
3891,1,
3892,8,"웹툰과는 달라서 펑펑 눈물샘 자극하는 장면들이 있어요. 재밌게 봤지만, 웹툰을 2번 읽고 기대치가 높아서 그런지 조금 아쉬운 부분도 있었어요."
3893,10,"진짜 재미있고요. 알바알바 하시는분들  영화는 보셨어요?진짜 제 목숨걸고 말할께요. 영화 진짜 재미있어요. 2시간동안 울고왔고요, 제 삶을 돌아보고 왔습니다. 그리고 개인 취향이니까 뭐라 말을 할 수는 없지만 진짜 보신분 아니면 알바알바 하지마세요. 부탁드러요.빨리 2편 나왔으면 좋겠어요♥♥♥♥♥"
3894,10,스릴 넘치고 제가 하였던 행동이 후회스러웠습니다.너무 슬퍼요
3895,1,지루해 죽는 줄 알았슴^^^
3896,8,관객의 불효자화 성공
3897,1,ㅡㅡ
3898,10,다음편도 꼭 볼께요
3899,10,최고의 영화 이 영화 보고 잼 없다고 하는 사람은 뭘 봐야 잼 있을까? 정상적이지는 않은 듯... 그리고 신파 신파 하는데 신파든 뭐든 웃음을 주고 감동을 주면 최고 고상한척 좀 그만하시길 토 나옴
3900,8,웹툰을 안 본 사람으로서 영화자체로 보면  괜찮았음 CG도 좋았고   주제는 식상한 신파지만 이야기를 풀어가는  소재는   참신해서 상쇄하고도 남는거 같다 배역에  맞게 캐스팅  했고  딱 맞게 연기한거 같은데  차태현 연기는  아쉬웠음 김동욱 이  하드캐리 였음 끝부분스토리가  조금아쉬워 별 두개 뺌
3901,9,속마음은 말하지 않으면 귀신도 모른다. 삶에 있어 여러 어려운 일들이 부딪친다. 그때마다 부모님이 생각나게 했다. 네티즌 여러분~ 살아 생전에 효도 하세요.
3902,10,
3903,9,cg 범벅의 한국영화치곤 상당히 퀄리티가 좋았음 .... 좀만 더 스토리를 다듬었음 만점이었음 ~~ good job
3904,9,너무 재미있게 봤어요~
3905,10,진짜 재미있고 감동적이네요 이렇게 많이 울어본 영화는 처음이에요 
3906,8,다 알고 봤는데도 눈물이 나네요. 신파지만 신파를 집어 삼키는 김동욱의 연기가 돋보였습니다. 2편도 기대됩니다. 
3907,10,"저 영화 별로 안좋아합니다!  하지만, 감동+재미+음악+시각 모든것을 만족시켰습니다...  예전, 국가대표 영화보고 울때의 감동을 다시 느끼고 싶은 분들께 강추합니다!  그리고, 단순히 가족감동영화는 아니고, 3D효과가 웅장하니, 그런영화좋아하시는 분들도 꼭 보세요!"
3908,10,울다 웃다 보니 영화가 끝나네요. 아~ 열심히 잘~ 살자 교훈 얻고 나왔습니다~♡
3909,10,
3910,9,
3911,9,"난 여기에 잼 없고 졸다 왔고 만석이 아니라고 댓글 단 사람들 머하는 사람들인지 잘 모르겠다. 크리스마스날 보려고 이브날 이수 메가박스 예매하면서 12시부터시부터 7시까지 두좌석 붙어 있는 좌석이 없어 8시10분꺼 예매하였는데 그나마도 두좌석 남은건 사이드 맨 앞줄, 두번째줄 3번째줄까지 밖에 없어 세번째줄 예매했다. 그래도 설마 온라인 예매율이 사실일까? 했는데 우려였다. 단 한좌석도 남은 좌석 없이 만석이었다. 글고 헐리웃에 견주어도 CG조금도 뒤 떨어지지 않고 깨알재미는 물론 감동까지 안겨주는 영화였다. 우리와 마찬가지로 나오는 사람들이 전부 재미있게 봤다고 자기들끼리 하는 얘기도 분명 들었다 극히 객관적으로 평가한 것이다.  점수는 부족한 점도 있기에 9.8을 주고 싶은데 9.8점이 없어 9점으로"
3912,0,감독이 노하우가 쌓인CG기술을 과시하고싶었는지 전혀 드라마 연출에 대해 신경안쓰고 미스캐스팅 김향기 주지훈 차태현 특히 김향기의 기본도 안된 발성에 관람내내 짜증났고 차태현은 조금도 배역분석 안한듯한 거의 재연배우 수준으로 대충연기하지 주지훈은 연기가 나쁜게아니라 편집 포인트가 미스가심해 꽤 괜찮은 대사 나 액션들이 다 뭉그러졌음 더구나 심판관 오달수 임원희라는 명품 조연 카드를 평이한 조연으로 몰락시키고... 꽤 중요한 재판신은 카메오 출연자에 비중을 할애하느냐 띄엄띄엄  정말 막판에 이정재 카메오가 그나마 봐줄만했다 아 진짜 속았다 이 영화 이 댓글본사람들이여 가지마요 제발
3913,3,좀..수준이...
3914,10,너무 슬프고 잘봤습니다
3915,10,내 삶을 돌아보게 하는 영화
3916,10,개인적으로 드물게 개연성있던 영화였다 뻔한 감동이라는 말을 부정할 수는 없겠지만 뻔한 감동을 잘 살리는것도 감독의 재량이라고 생각함. 진짜 슬프고 재미있게 잘봤다. 깨알같이 숨은 개그들도 재밌었고 보는동안 너무 슬퍼서 눈물에서 폭포가 만들어졌었음. 한번쯤은 봐도 괜찮을 영화. 된다면 한번 더 보는것도 좋을것같다
3917,2,50대후반 영화 메니아 인데 잠만자다 왔네~^&^
3918,5,별로
3919,6,
3920,9,잼남~~ 
3921,2,여기도 알바가 많구나
3922,9,
3923,10,최고의 드라마
3924,4,반자다가 나왔는데 흥행하고있는거 보면 신기하네요...
3925,10,
3926,4,그냥 버라이어티 하기만 하다. 어설프고 조악한 CG의 반복 또 반복. 끝나고 나오는데 널부러져 자고있는 관객도 있더만.
3927,1,후반으로 갈수로 너무 지루했음
3928,9,
3929,5,"영화 제목은""신과 함께""이지만. 현실은 ""스크린 독과점""과 함께인 영화! 한단계 발전한 cg에는 점수를 주고 싶지만, 한국영화의 고질병인 신파를 향해 달려가는 이야기구성은 이제 그만 좀 했으면 한다!"
3930,2,cg는 볼만하였으나 나머지는 노잼
3931,8,한국 영화의 발전성을 봤어요 2편 완전기대 아쉬운점은 염라대왕이 너무 평범해 ㅋㅋ
3932,8,웹툰을 완결까지 보진 못했지만... 나름 웹툰원작에서 주요한 요소들을 잘 끌어와서 잘 이어붙였다는 것은 인정!! (웹툰 전혀안보신 분이 보면 일단 볼만한...) 웹툰을 먼저 본 사람으로서는 아쉬움은 남네요.  신과함께 외전이라 하면 딱 맞지 않을까 합니다.
3933,9,시나리오. 연기. 캐릭터. 다 좋았던 영화. 올해 본 영화중 쵝오
3934,8,암생각없이  보면  재밌는ㅎㅎ
3935,6,400만이 적당한 영화 끝에 15분정도 빼면 돈아까운영화
3936,8,
3937,9,마지막 현몽장면과 염라대왕의  판결장면 눈물이 저절로 나는 걸 멈추기 어려웠다  모든 분들의 배역 잘 하셨습니다 인상적인 건 수홍역 진짜 베리 굿 김향기 양 진짜 맑다 귀엽고 사랑스러운 미소 
3938,8,
3939,0,늬들이  날  감히 도발해? 
3940,8,"스토리 전계 , CG  다 좋은데 차태현은 미스 캐스팅"
3941,9,잼나요~
3942,10,
3943,2,조조로 봤는데도  졸았다ㅠㅠ 노잼ㅠㅠ
3944,7,마지막에 감동 씬 때문에 그래도 7점.  원작을 본 내가 봐도 어지러운 구성에다가 씨지만 난무하는 느낌.  그리고 원작은 사후 세계를 최대한 살린 느낌인데 이건 뭐...컨셉만 가져왓을 뿐.  한국 신화의 사후 세계와 너무나도 동떨어진 설정들.
3945,10,감동과 정말 저승세계는 존재할거란 생각이 들었어요 재밌게 봤습니다^^ 제자신을 돌아보게되는시간..
3946,1,"재미도 감동도 없음 같이간 친구랑 눈마주치며 어이없어서 웃음,.,,시각적인면은 인정하지만, 너무 억지와 지루함 뻔한 이야기 전개가 너무 지루했음.. 만화라면 재미잇엇겠지만 영화는 아님..시간 돈 너무 아까웠음"
3947,10,지루하다는 후기보고 강철비 보려다가 시간 안맞아서 어쩔수 없이 보게 됬는데.. 스토리 감동 다 괜찮고 볼만했음. 7번방의 선물은 뻔해서 안울었는데 이건 눈물이 나오던....ㅠㅠ
3948,3,?
3949,10,존잼
3950,5,별로 잼 없었음 좀 엉성함...유치하기도 하고 
3951,10,꽉채운 영화관에 사람들이 끝나고 나가면서 하나같이 다들 진짜재밌다며 얘기하고 나간 영화ㅠㅠ 웃다울다 햇어요
3952,9, 가족영화로 손색없고 재미와 감동까지 저는 잘 봤습니다. 잔인한 영화 액션 보다 우선 이런류의 영화도 좋아라 해서요.  원작을 몰랐는데 의외의 감동에서 짠했고 부모님과도 같이 봐도 되겠다는 영화 였습니다. 2편도 나오는 군요. 기대 됩니다.^^
3953,5,솔직히 강철비볼껄 했음. 솔직히 이런영화 별로
3954,10,원작 웹툰도 아주 재미있게 봤었는데 영화도 기대됩니다. 2편도 개봉한다죠?? 얼른했으면
3955,10,약간 단조로움도 있었지만 가족영화로 최고!!!
3956,7,마지막 수홍이랑 엄마때문에 진짜슬프긴했다...하지만 전반적으로 재밌는건 모르겠다. 슬프긴 졸라슬퍼서 개움 ㅜㅜ
3957,9,웹툰봤지만 그래도 꿀잼
3958,1,한시간반잤다
3959,7,
3960,10,그냥 환타지 영환줄 알았다.  그런데 감동이 있는 드라마 한편을 본듯한... 볼거리도 줄거리도...그리고 감동도 그와 따라온 눈물도 추가!
3961,9,
3962,10,재밌었음
3963,1,억지 감동 ㅋㅋ
3964,8,어쩌구 저쩌구 많은데 재미있네요 ㅋㅋ 헐리우드는 왜 나와? 
3965,5,원작 웹툰의 신선한 소재을 진부한 스토리로 재탄생시키고 억지스러운 산파적 설정으로 한국 영화의 수준을 한단계 낮춰주는 실력... CG가 대단하다고 하지만 헐리우드식 CG에 익숙한 한국인들에게는 감흥을 주지 못할듯
3966,9,"전반적 내용, CG는 매우 훌륭하나 너무 억지로 눈물을 짜려는 것은 쪼깜...별로"
3967,10,엄마랑 아빠랑 셋이 봤는데 다 만족한 영화 오랜만이었어요! 느낀 점이 많아요ㅠ 가족들과 함께 보세요 추천합니다!
3968,1,억지눈물짜는 드라마ㅜㅜ
3969,9,
3970,10,
3971,8,
3972,1,
3973,3,뭐 나름 신선하긴한데 ... 내용이 거의 심청이 수준이라 솔찍히 좀 그랬음 ... 그정도 그래픽이면 내용이 좀 더 스펙타클했으면 좋겠는데 ... 뭐야 완전 삼류 소설이자나 ㅡㅡ
3974,5,웃기지도 않다 ..넘 흔한 cg .. 내용은 유치
3975,1,이영화가 재밌다고?? 헐 저는 이해못하는 한명입니다. 관객 취향이 다양하다는걸 알았습니다. 
3976,7,눈물 쥐어짜는 신파만 좀 줄였어도 ...
3977,10,간만에 한국영화 극장에서 돈아깝지 않게 봤네요^^
3978,10,재미 감동 웃음 눈물이 다생길수있는 멋진영화 였습니다 ㅎㅎ
3979,10,무 감명깊었어요 많이 울었어요 ㅜ 신파극이 아니라 정말 제 삶에 대해서도 엄마에 대해서도 생각해보게 하며 눈물을 쏟게 만드는 ㅜㅜ 영화였어요. 개인적으로 여운이 남는 영화를 최고의 영화라 생각하는데 극장을 나오고 나서 한동안 김동욱 배우님의 장면이 자꾸 눈에 아른거렸어요 거짓말 아니고 영화관 밖 벤치에 앉아서 그 여운때문에 또 울었어요. 누가보면 차인 여자인줄 알았을거에요ㅋㅋ 영화 너무 잘 봤습니다 내년 신과 함께 2도 기대하고 있을게요
3980,10,돈 아깝지 않았음
3981,3,CG는 볼만하지만 지루한 내용... 
3982,10,"스케일이나 CG, 그래픽은 진짜 호빗, 반지의제왕, 몽키킹, 해리포터, 전우치 같은 판타지 대작 영화들을 능가함..근데 스토리에서 몰락함..ㅠㅠ 특히 그놈의 신파극만 안 집어넣었어도 이 영화 진짜 2000만 영화까지 갈텐데.. 신파극을 왜 집어넣었어!!!!!!!!!!!!ㅡㅡ"
3983,10,
3984,10,유일한단점은 배우들 목소리가 잘 안들리는것 그래서 더 집중해서 보았다
3985,10,잘 봤어요. 차카게살자~~ 좋은 교훈입니다. 
3986,5,쩝.. 기대 안하고 보시면 괜찮을 듯. 너무 뻔하지만 눈물은 나요..
3987,1,초중등 단체관람가인듯요. 상영시간은 왜그리 긴지요? 시리즈라는데 1도 안궁금
3988,0,허접 그자체
3989,8,차사들이 다 했네~~   하정우 영화네~~~~  신파를 일부러 한것도 아니고 저 내용 아님 스토리가 안될듯 한데?
3990,10,교도소에서 상영했음 하는 영화
3991,3,애매합니다.
3992,10,많은 교훈을 준 영화였다.
3993,4,그냥--자다가 나왔습니다 하정우때문에 반정도 봄
3994,6,cg가 좀 아쉬웠어요. 근데 둘째 아들 연기에 신파인 줄 알면서도 눈물 나네요. 판타지라는 새로운 시도에 점수를 주고 싶습니다. 
3995,1,"초등생과 중학생을 타겟으로 만든 영화인듯해요. 성인이 보기엔 감정이입이 유치하단 느낌이 듭니다. 지옥의 끔찍함과 공포, 저승사자의 공포감, 배경과 음악도 무섭고 긴박감 넘치게 만들었음 좋았을텐데요.  코메디물로 만든것이 가장 큰 실수인듯. 코메디가 하나도 안웃김."
3996,5,
3997,5,잠만자다가  
3998,10,댓글 알바부대 많은가보내.. 뻔한 스토리에  유치해서 그렇지 죽음을 소재로한 영화중에서는 볼만했는데 무슨...
3999,6,신과 함께 졸았다. 지루하다...
4000,9,
4001,1,"늑대쇠년 ............. 다음8.5  네이버8.6   미추얼?버린 평쩜.  영화보다가 나도모르게 소리지르고 싶은 충동을 일으킨  제2의  ""늑대쇠년""  재림 이다.   지금 한번   크게  소리쳐 본다   ""해도해도   이건 아니다 ! 정말 ~ ~    조성희 깜똑(송중기 병맛만들어)   김용화 깜똑(차태현 병맛만들어)   이안규 깜똑(김혜수 병맛만들어)   송민규 깜똑(하지원 병맛만들어)    늬들  뭐하는 작자야  도대체 ? """
4002,8,아기 봐준다길래 얼른 시간 맞춰 가서 모르고  본영화라 그런지.. 남편도 저도 만족하면서 봤어요.. 근데 차태현은 항상 비슷비슷한 이미지의 역할인듯
4003,5,생각보다 실망한 영화이지만 소재가 참신했고 cg도 나쁘지 않았기에 5점 드립니다. 너무 뻔한 스토리와 신파 덕분에 영화보다가 잠들뻔 했습니다. 디테일도 많이 부족한 느낌이 들고요. 소재가 좋았기에 잘 만들면 역대급의 영화가 될수 있을것 같았지만 그냥 크리스마스와 연말에 관객 동원을 위한 영화였네요. 차라리 이 영화보다 한참전에 나온 전우치가 더 훌륭하다고 생각되네요. 그리고 직계가족중에 원귀가 됐다고 설명했는데 형제자매는 직계가족이 아닙니다. 제가 모르는 대한민국 영화계의 사정이 있을거라고 생각되긴 하지만 언제까지 이런식으로 영화 만들건지 걱정됩니다. 디카프리오 주연의 '인셉션'을 우리나라에서 만들면 거기다 이런식으로 신파를 넣고 관객에게 울어달라고 억지호소 하겠죠?
4004,3,내돈 돌려줘 ㅠㅠ  
4005,5,기대가 컸는지 별루 재미도없고 대부분 연기도 어색하고 딱히 칭찬안되네
4006,3,환타지+억지 신파
4007,1,병맛과 신파로 버무려 낸 '차카게 살자'
4008,9,"원작을 안보고 보면 신선하게 다가올 수 있고, 원작을 알고 본다 해도 재미있게 볼 수 있습니다."
4009,10,갓ㅡ띵작
4010,10,"CG대박,원작과는 다른 스토리도 좋고,연기력도 좋고, 교훈이있네요,되도록 죄안짓고 착하게살아야겠다. 김동욱,디오 넘슬펐어요 울다울다 조용히운다고 힘들었어요ㅠㅠ 좋은영화예요 보세요"
4011,6,중박 기술력은 인정 스토리 보통 연기력 머지 이건
4012,8,효도 하자 울음 참느라 고생했네
4013,10,울기딱좋은영화
4014,6,6.5 점 주고 싶은데 없어서 6점.. 7점 주긴 좀 그렇고.. 웹툰을 나름 잘 각색한거 같고 참고할데 없는 한국적인 저승세계를 나름의 세계관으로 잘 구축한거 같음.. 그래픽도 생각보단 나쁘진 않았으나 마지막은 미이라 생각났음..;; 차태현은 나만 그렇게 느낀건지 모르겠으나 엽기적인 그녀에서나 신과함께에서나 뭐가 다른지 모르겠고.. 김향기 귀엽고 이뻐서 굿.. 김동욱 연기 굿.. 관심사병은 아이돌인지 몰랐는데 연기 잘해서 좋았음.. 2편 나름 기대됨.. 한국적인 정서를 잘 버무린 신파라 연말 가족단위로 보기 좋을거 같다는 생각이 듬.. 그래서 성공하는게 아닐까..
4015,3,소재굿 기술굿 시각예술굿 캐스팅굿 나머지 다 개별루
4016,10,
4017,8,"웹툰은 웹툰대로  영화는 영화대로 나름 재미있다고 생각이 들더군요~^^ 하도 웹툰을 망쳐놨다한 평만봐서 별 기대를 하고보진 않아서였는지, 웹툰을 본 게 너무 오래전이어서 기억이 안 나서인지는 모르겠으나, 그 긴 내용을 영화화한다면 나름 최선을 다해서 잘 담았다고 생각이 듭니다. 웹툰에서 말하고자 하는 주제와 영화에서 말하고자 하는 주제도 그리 크게 다르진 않다고보구요~ 약간 신파조긴하고 그런면이 없진않지만 마지막 어머니꿈에선 안 울수가없더라구요~ 그래도 나름 재밌게봤고 돈 아깝다는 생각도 안 들고 이승편도 기대하게 되었습니다~ 가족들과도 볼 만한 영화로 추천하고 싶습니다~^^"
4018,1,진짜 못 만들었다. 내가 더 잘 만들진 못하겠지만 이건 아니다. 슬픔을 유도하려는 어거지 설정.. 원작파괴 작품이다. 
4019,10,
4020,5,진짜 cg빼구 볼만한게......원작을 이리 만들다니....ㅜㅜ
4021,10,
4022,2,별로임
4023,3,지루했습니다. . 12월에 어울리지 않는 영화. . 헐리우드 영화처럼 굉장한 특수효과를 낼 수 있다는것 외엔  와닿음. .이 느껴지지않는. .
4024,10,너무잘봤어요!!!
4025,4,"기대하고갔는데 이영화가 왜!! 500만이나 봤는지 아직도 모르겠다 억지설정,유치한판결,과도한신파,뻔한결말... 무엇보다 보는내내 공감이 안되서 힘들었다."
4026,10,처음에 억지로 신파로 몰아가려는 느낌 때문에 불편하고 지루하기까지 했는데 마지막에 김동욱이 엄마 꿈에 나타나서(현몽)  사과하는 장면에서는 눈물을 흘리지 않을 수가 없었다. 김동욱의 하드캐리에 10점.
4027,1,난참  한국인들 이해못하겠다. 정말 연구대상
4028,10,이 시대 최고의 영웅 김자홍...... 우리 사회가 이런 귀인을 원하는 것이 아닌가요
4029,10,
4030,7,소소하게 재미있게봤어요 영상도 많이 발전한느낌이었구요~~뭔가가 확당기는맛은 없는듯 쪼매아쉬운
4031,10,최고다..
4032,5,영화로만 보자면 5점도 아깝다. 배우들 때문에 5점이라도 간다.
4033,1,억지 설정 ㅠㅜ  유치
4034,10,간만에 웃음과 눈물이 ㅜㅜ 함께였던 감동적인 영화였어요...차태현씨 울 때 진짜 슬펐어요...
4035,7,
4036,1,클레멘타인에 견주어도 손색이 없을만한 대단한 영화였음..
4037,4,직계존속살인미수범을 포장한 영화. 동생과 어머니 때문에 눈물이 나긴했지만 주인공 스토리는 그닥. 존속살인막은 영양실조인 애 때릴 때 진짜 속으로 온갖 쌍욕 다함. (내용 드러나지 않게 노력중). 그래픽이 한국적이지는 않고 동아시아적 판타지물로 보면 괜찮음. 싱크홀 같은 곳 들어가기전 야외 장면은 나중에 땜빵 느낌. 유일하게 실제 야외배경. 쿠키영상이라해서 엔딩크레딧 다 봤는데 그 전에 잠깐 나온거였음. ...연출이... 곳곳이 어설픈게 아쉽. 그 뭐지 검사 같은 역할의.. 억지스러운 개그 정말 별로였고.
4038,9," 대만에서는 “아시아 특수효과 영화의 새로운 시대를 열었다. 심장을 강타하고 눈물을 흘릴 수밖에 없는 마스터피스!”(주간지 미러위클리), “영화가 다루는 인간애, 삶과 죽음이 매우 감동적이다”(아티스트 마국현), “반드시 영화관에 가서 볼 것! 엄청난 시각, 청각적 효과로 즐거움이 가득한 이야기이다”(배우 진서)라며 호평했다.  홍콩에서는 “언어와 문화 차이 상관없이 누구나 즐길 수 있는 영화. 물론 감동과 함께!”(영화평론가 패트릭 수엔), “7가지 요소로 이루어진 우리의 상상을 초월하는 놀라운 지하세계를 구현했다”(일간지 애플데일리)라며 엄지를 치켜세웠다. 재미없다고 징징대는 넘들..니들이 이사람들보다 더 유명한 영화평론가면 니들말 인정해주겠다."
4039,10,솔직히 우리나라 사람들에 잣대가 얼마나 높은 모르겠는데 스토리며 cg며 캐릭터...이정도면 멋지지 않은가?올해본 최고였다!
4040,1,웹툰 비슷하게라도 만들줄알았는데... 꼬아도 너무 꼬았구... 애써 이어붙이려는게.. 원작의 저승구간만 제대로 살렸어도 별점이 높을텐데.....
4041,10,기대하지 않고보다 눈물흘리고 나옴
4042,7,참신한것 같으면서 또 진부하다..
4043,8,마지막 꿈에 대한 점수 일뿐 
4044,9,재미.코믹.신파.스토리가 나름 잘 어우러진~~그래픽도 좋았다.
4045,10,웹툰 오래전에 봐서 기억이 안나서인지 재밌게 봤어요~
4046,1,미숙한. .
4047,9,
4048,9,나쁘지 않았어요ㅋ 가볍게 보고 좋았음ㅋㅋㅋ2편 나오면 볼 의향은 있음ㅋ
4049,8,한국영화 죽이고 사기치는 영화 일색이다가~~~   감동과 교훈이 있는 영화라 생각합니다  온가족 함께 보기를 강추합니다
4050,6,
4051,10,"신파인데 나쁘지 않았네요~~ 특히 이정재씨는 신의 한수였다고 생각합니다. 나이가 들어가니 갈수록 멋짐이 배가 되시는듯 ㅋㅋㅋ  하정우씨, 차태현씨는 원래 잘하는 배우라 눈에 안들어올뿐이였고, 주지훈은 보고 어랏 이사람  이러면이  그랬구요~~ 디오는 생각보다 잘해서 오모낫 했구요 김동욱씨는 와 캐릭터랑 잘 맞는다 그런생각했네요~~ 개인적의견이라 태클은 사양입니다. 우리남편은 재미없다 그랬어요 ㅋㅋㅋ  영화는 보는사람 개인적인 생각이니......존중해줍시다~~~"
4052,5,착하게 살아야겠어요.이젠 
4053,1,지금보고있는데 진짜 나가고싶다 쇼맨보고 이거보니 유치하기그지없네 왜 이영화가 1위인지  
4054,0,"와 여기 다 알바들 완전 속음ㅡ""ㅡ중간에 나갈라다 겨우 참음 최악 이정재만 멋짐"
4055,10,아주 재미있습니다
4056,10,진짜연기최곱니다ㅜㅜ
4057,10,
4058,10,진짜 꼭 봐야될 영화
4059,10,최고다
4060,0,웹툰으로 보삼   영화보다 졸았음  최악의 영화임
4061,10,진짜 꼭 봐야됩니다
4062,10,
4063,10,.
4064,7,
4065,7,기대하지 말고 보시길.... 김동욱 연기 최고다~~
4066,7,그럭저럭 그냥보쇼.연기자들 다들 잘하는구만.왜 평가를하지.  일반인이...ㅋ 연기좀 알어?ㅋ
4067,10,차태현 최고다!흥해라~^^
4068,9,
4069,8,
4070,0,"이 영화 보고 여기에 재미 있다든가, 추천한다고 쓰면 죽어서 지옥간다. 거짓말 한 죄로..."
4071,7,영화를 보기 전에는 정말 대단한 작품인줄 알았다. 오늘 영화를 보고 조금 실망했다. 그리고 천사 말고는 전부 지옥간다. 착하게 살 필요없다 
4072,9,
4073,10,이 시대를 살아가는 우리에게 공감이 가는 영화였어요 지나온 삶과 앞으로의 삶도 성찰해볼수 있는영화. 메시지가 있어좋았고 재미도 있어서 영화 안의 세계에 폭 빠져볼수 있었네요 캐스팅도 좋아서 그 역에 딱 맞는 연기해주신듯. 온가족이 함께 즐겨도 좋을듯.
4074,10,재미있고 스펙터클하면서 교훈도주고감동도주는 영화입니다. 강력추천합니다 2편도기대됩니다 
4075,10,꿀잼
4076,7,눈물보다 코먹는 소리땜에 더러워서 집중안됨 남친에게 여자여자하고 싶으면 코먹지 마라 더럽다 
4077,8,"헐리우드에 비해 확실히 CG는 딸리기는 하지만 많이 발전했다고 보였고, 스토리 진행이 그런건지 캐릭터들도 몰입하기 다소 좀 산만하긴 했지만 감동 포인트에선 확실히 감동을 주어서 다행이었다. 생각해 볼 메시지는 분명 던져주려했다고 보여졌다. "
4078,10,
4079,10,오늘 영화봤는데  너무 감동있고 재밌었어요 특히 배우들의 연기도 좋지만 김동욱의 연기도  너무 인상적이었다~ㅠㅠ
4080,5,
4081,10,"오랫만에 감동과 재미 밸런스를 잘 갖춘 한국영화네요 만족스럽습니다  영화에 대한 개인적인 견해는 다를 수 있지만 비판적인 댓글에 달린 내용처럼 까일 영화는 아니라 생각되네요  선정성, 폭력성 이런 부분이 없어 부담없이 가족과 같이 볼 수 있는 영화입니다 강추요"
4082,10,간만에 굿 쵸이스~~재미와감동~~~~짱조아용^^
4083,10,
4084,10,
4085,10,
4086,10,마지막에 울었다 나이 40에 이기뭐꼬
4087,9,굿!!    
4088,9,감동과 재미를 더한 굿 무비
4089,10,오래간만에 감동과 한번쯤 나의 삶도 뒤돌아 보는 시간을 가졌습니다. 가족과 함께 보기 좋은영화..추천합니다.
4090,10,재미+감동
4091,9,내돈주고 재미있게 울다웃다 기분좋게 오늘봤음 벌써부터 다음편이 기다려짐
4092,10,개인적 감상평재미 감동 두마리 토끼 다잡은듯 배우들 케스팅도 굿이었고 cg도 그정도면 많이티나지 않고 좋았음 감독이 고민한 흔적이 보였음
4093,9,기대없이 보러 갔는데 정말 재미있었네요. 웹툰 내용이나 영화 소개 없이 그냥가서 봐야 재미있을꺼 같네요. 옆에 아줌마 아저씨들도 훌쩍훌쩍간만에 재미와 감동을 같이 보여준 영화입니다
